,date,tempmax,tempmin,temp,feelslike,humidity,windspeed,pressure,precipitation
587,2023-08-11,34.8,28.0,31.3,37.0,66.4,15.2,1004.5,0.0
588,2023-08-12,35.0,28.0,31.6,36.3,61.4,18.4,1002.3,0.0
589,2023-08-13,34.2,28.0,30.9,35.9,65.7,16.5,1000.3,0.0
590,2023-08-14,34.2,28.0,30.7,36.7,70.0,13.0,1003.8,0.0
591,2023-08-15,33.2,27.0,30.0,37.8,80.5,13.0,1004.6,1.547
592,2023-08-16,35.1,28.1,31.9,40.3,72.2,16.6,1004.1,3.299
593,2023-08-17,35.9,29.0,32.2,38.5,63.8,15.1,1003.7,0.0
594,2023-08-18,36.2,29.0,32.6,39.7,64.0,16.6,1003.5,0.0
595,2023-08-19,34.0,25.0,30.6,39.1,82.1,13.0,1003.6,17.602
596,2023-08-20,35.6,29.0,31.9,41.2,75.2,14.8,1004.3,0.0
597,2023-08-21,36.9,29.0,32.6,42.7,74.0,10.0,1003.0,0.0
598,2023-08-22,35.3,28.0,31.1,41.2,80.9,18.4,1001.1,0.0
599,2023-08-23,28.9,27.0,27.6,32.9,92.4,14.8,1000.5,5.948
600,2023-08-24,32.1,26.0,29.1,33.5,75.9,14.8,999.9,0.0
601,2023-08-25,34.4,26.7,30.4,35.2,68.1,14.8,1000.0,0.0
602,2023-08-26,34.6,27.0,30.8,35.0,63.7,17.8,1001.8,0.0
603,2023-08-27,35.0,27.0,30.9,34.2,58.6,17.9,1001.6,0.0
604,2023-08-28,34.9,27.0,30.7,35.0,62.5,24.1,1001.8,0.0
605,2023-08-29,35.0,27.0,31.5,36.2,61.5,17.4,1003.8,0.0
606,2023-08-30,35.6,28.0,31.6,36.7,62.8,16.6,1005.7,0.0
607,2023-08-31,35.7,27.4,31.9,36.8,61.7,15.2,1006.4,0.0
608,2023-09-01,36.2,28.0,32.3,37.3,60.6,18.4,1006.2,0.0
609,2023-09-02,38.3,28.7,33.3,35.5,46.1,19.4,1004.0,0.0
610,2023-09-03,36.0,28.0,31.9,34.7,54.5,16.6,1003.7,0.0
611,2023-09-04,36.1,27.4,31.6,34.9,58.2,16.6,1003.4,0.0
612,2023-09-05,37.0,27.0,32.0,37.0,61.0,12.2,1004.1,0.0
613,2023-09-06,36.2,27.0,31.6,35.4,59.1,9.4,1005.1,0.0
614,2023-09-07,36.9,28.0,30.8,35.4,65.3,14.8,1004.6,0.137
615,2023-09-08,35.6,26.0,30.4,34.5,66.4,18.4,1004.6,0.0
616,2023-09-09,31.0,25.0,27.2,30.1,87.2,23.2,1004.2,25.725
617,2023-09-10,28.1,24.0,25.7,26.8,96.7,14.8,1002.1,24.539
618,2023-09-11,32.0,25.0,27.7,31.3,85.8,11.2,1002.5,0.137
619,2023-09-12,33.1,25.9,29.1,33.6,79.4,9.4,1002.9,0.0
620,2023-09-13,34.6,27.0,30.8,38.2,76.3,11.2,1003.2,0.0
621,2023-09-14,36.4,28.0,31.9,40.6,73.8,11.2,1004.2,0.0
622,2023-09-15,32.6,24.7,29.5,36.1,82.1,18.4,1005.4,4.451
623,2023-09-16,33.2,25.0,28.1,33.4,91.0,18.4,1004.6,10.138
624,2023-09-17,32.0,25.5,28.3,33.1,87.8,18.4,1002.7,0.275
625,2023-09-18,32.8,25.0,28.8,32.7,77.3,18.4,1003.8,0.0
626,2023-09-19,34.7,27.0,30.6,36.2,71.2,13.0,1006.3,0.0
627,2023-09-20,35.6,27.0,31.8,36.9,62.3,7.9,1006.4,0.0
628,2023-09-21,36.3,28.0,31.0,37.2,71.0,14.8,1005.7,0.863
629,2023-09-22,35.4,27.0,30.9,37.0,71.7,9.4,1006.0,0.0
630,2023-09-23,33.0,24.6,28.4,33.4,84.4,31.7,1007.0,14.863
631,2023-09-24,33.5,25.0,28.4,31.2,78.0,63.5,1006.6,0.0
632,2023-09-25,34.5,25.0,29.4,32.5,72.4,9.4,1006.8,0.0
633,2023-09-26,34.7,26.0,30.1,34.0,68.9,11.2,1007.9,0.0
634,2023-09-27,33.9,26.0,29.6,32.1,65.1,13.0,1008.0,0.0
635,2023-09-28,34.0,23.6,28.7,29.3,62.1,14.5,1007.6,0.0
636,2023-09-29,33.4,23.6,28.9,30.1,62.4,11.2,1007.3,0.0
637,2023-09-30,35.1,24.6,29.5,30.9,62.0,14.8,1007.0,0.0
638,2023-10-01,34.8,24.0,28.9,29.4,59.8,14.8,1006.6,0.0
639,2023-10-02,34.1,22.0,27.7,27.5,52.8,14.8,1007.6,0.0
640,2023-10-03,33.9,20.4,27.2,26.9,49.0,16.6,1008.2,0.0
641,2023-10-04,34.0,20.9,27.7,27.9,54.3,16.6,1008.4,0.0
642,2023-10-05,34.4,21.0,27.6,27.7,53.8,14.8,1007.8,0.0
643,2023-10-06,35.0,20.9,28.0,28.2,52.4,13.0,1006.7,0.0
644,2023-10-07,34.8,22.9,29.0,30.4,58.1,14.8,1008.0,0.0
645,2023-10-08,36.0,25.5,30.2,32.7,60.2,14.8,1008.5,0.0
646,2023-10-09,35.8,26.0,30.4,32.7,58.9,14.8,1009.1,0.0
647,2023-10-10,35.0,24.8,29.8,31.0,52.8,13.0,1010.1,0.0
648,2023-10-11,34.5,22.5,27.9,27.9,55.9,16.6,1011.3,0.0
649,2023-10-12,33.8,19.8,27.0,26.9,53.6,11.2,1012.5,0.0
650,2023-10-13,35.2,22.0,28.1,28.4,55.5,14.8,1012.9,0.0
651,2023-10-14,35.8,22.7,28.8,29.0,55.2,13.0,1012.1,0.0
652,2023-10-15,33.4,23.1,27.6,27.9,58.2,16.6,1010.5,0.0
653,2023-10-16,28.8,21.3,25.4,25.6,59.6,37.1,1011.9,1.0
654,2023-10-17,25.4,18.9,21.9,21.9,77.2,14.8,1015.7,3.863
655,2023-10-18,31.0,18.6,24.3,24.0,60.3,14.8,1015.5,0.0
656,2023-10-19,29.2,17.5,23.7,23.5,58.8,11.2,1015.3,0.0
657,2023-10-20,30.8,18.3,24.0,23.8,59.3,11.2,1015.8,0.0
658,2023-10-21,30.5,17.7,23.8,23.6,59.8,7.6,1016.3,0.0
659,2023-10-22,30.6,18.0,24.2,24.1,59.9,11.2,1016.7,0.0
660,2023-10-23,30.4,18.9,24.6,24.4,58.4,11.4,1015.0,0.0
661,2023-10-24,30.6,18.5,24.5,24.2,56.4,11.2,1014.4,0.0
662,2023-10-25,30.0,17.9,24.1,24.0,57.9,13.0,1015.1,0.0
663,2023-10-26,31.0,18.1,24.2,23.9,54.5,10.6,1014.8,0.0
664,2023-10-27,30.8,17.0,23.7,23.4,52.2,11.2,1014.0,0.0
665,2023-10-28,31.5,17.2,24.1,23.7,52.3,7.6,1014.3,0.0
666,2023-10-29,32.4,18.0,24.6,24.2,52.3,9.4,1014.2,0.0
667,2023-10-30,32.4,18.7,25.1,25.0,58.4,9.4,1014.9,0.0
668,2023-10-31,31.6,19.5,24.8,24.9,67.1,9.4,1016.4,0.0
669,2023-11-01,31.0,18.0,24.2,24.2,64.5,7.6,1016.9,0.0
670,2023-11-02,29.6,18.5,23.5,23.8,71.9,7.6,1015.2,0.0
671,2023-11-03,29.2,18.6,22.8,22.8,72.3,7.6,1012.8,0.0
672,2023-11-04,28.5,18.4,22.7,23.0,75.8,7.6,1013.1,0.0
673,2023-11-05,31.0,18.0,23.3,23.3,70.8,9.4,1014.7,0.0
674,2023-11-06,30.4,16.0,22.6,22.5,64.9,7.6,1016.2,0.0
675,2023-11-07,30.9,16.7,23.3,23.1,63.5,7.6,1015.3,0.0
676,2023-11-08,30.0,17.3,23.4,23.4,66.1,7.6,1014.3,0.0
677,2023-11-09,31.7,17.6,23.8,23.7,62.8,11.2,1014.2,0.0
678,2023-11-10,22.0,18.0,20.3,20.3,84.5,13.0,1016.6,7.725
679,2023-11-11,25.5,15.7,19.8,19.8,76.0,13.0,1018.2,0.0
680,2023-11-12,26.1,14.0,19.8,19.8,72.6,13.0,1018.5,0.0
681,2023-11-13,26.8,14.3,19.7,19.7,74.3,7.6,1018.4,0.0
682,2023-11-14,25.4,14.4,19.9,19.9,66.1,7.6,1017.9,0.0
683,2023-11-15,26.5,13.1,19.1,19.1,70.2,9.4,1017.7,0.0
684,2023-11-16,26.4,13.7,19.1,19.1,76.1,9.4,1018.5,0.0
685,2023-11-17,27.4,14.0,20.1,20.1,73.2,5.4,1018.2,0.0
686,2023-11-18,27.2,15.0,20.6,20.6,68.9,9.4,1016.5,0.0
687,2023-11-19,26.0,14.3,19.9,19.9,68.1,11.2,1017.3,0.0
688,2023-11-20,25.8,14.0,19.5,19.5,70.4,9.4,1017.6,0.0
689,2023-11-21,25.5,13.6,18.8,18.8,70.9,13.8,1016.7,0.0
690,2023-11-22,25.0,13.0,17.8,17.8,67.8,11.2,1014.8,0.0
691,2023-11-23,26.0,11.4,18.5,18.5,65.8,9.4,1014.3,0.0
692,2023-11-24,26.1,12.0,18.3,18.3,70.1,7.6,1016.3,0.0
693,2023-11-25,25.0,12.5,18.1,18.1,69.8,8.3,1017.7,0.0
694,2023-11-26,25.6,13.1,19.4,19.4,67.3,11.2,1018.2,0.0
695,2023-11-27,23.3,15.5,18.5,18.5,75.1,18.4,1015.8,6.313
696,2023-11-28,20.0,15.6,17.7,17.7,86.9,9.4,1015.6,0.227
697,2023-11-29,24.7,14.0,18.5,18.5,81.0,9.4,1015.7,0.0
698,2023-11-30,24.3,15.0,19.1,19.1,82.6,13.0,1016.6,0.0
699,2023-12-01,24.6,14.7,19.6,19.6,80.7,7.6,1017.1,0.0
700,2023-12-02,23.7,14.0,17.9,17.9,83.6,8.0,1017.8,0.0
701,2023-12-03,25.1,12.4,18.4,18.4,75.1,9.4,1018.0,0.0
702,2023-12-04,24.2,16.0,19.7,19.7,67.5,11.2,1017.0,0.014
703,2023-12-05,24.1,13.6,17.9,17.9,69.5,13.0,1016.2,0.0
704,2023-12-06,24.7,11.2,16.9,16.9,72.7,7.6,1016.8,0.0
705,2023-12-07,23.7,11.6,16.7,16.7,75.5,7.9,1016.2,0.0
706,2023-12-08,25.0,11.7,17.4,17.4,69.8,11.2,1015.7,0.0
707,2023-12-09,24.5,10.8,16.9,16.9,69.5,13.0,1016.5,0.0
708,2023-12-10,22.5,10.0,15.6,15.6,68.7,18.4,1015.0,0.0
709,2023-12-11,23.4,9.1,15.5,15.5,65.1,9.4,1015.7,0.0
710,2023-12-12,23.7,9.0,15.9,15.8,72.3,9.4,1014.6,0.0
711,2023-12-13,23.7,9.3,16.2,16.2,69.7,9.4,1016.4,0.0
712,2023-12-14,23.0,8.4,15.3,15.3,65.5,16.6,1017.6,0.0
713,2023-12-15,23.9,7.8,15.4,15.4,63.3,10.2,1018.6,0.0
714,2023-12-16,23.6,7.8,16.3,16.3,50.7,9.4,1017.2,0.0
715,2023-12-17,23.6,8.0,15.8,15.8,64.4,11.2,1018.3,0.0
716,2023-12-18,21.5,8.7,14.6,14.5,71.5,18.4,1020.1,0.0
717,2023-12-19,22.1,8.0,14.5,14.4,64.9,18.4,1020.2,0.0
718,2023-12-20,21.0,8.4,14.2,14.2,68.7,13.0,1019.8,0.0
719,2023-12-21,22.0,8.0,14.3,14.3,75.2,11.2,1017.9,0.0
720,2023-12-22,21.9,8.0,14.3,14.3,76.1,13.0,1017.7,0.0
721,2023-12-23,23.0,11.8,16.3,16.3,72.7,11.2,1019.4,0.0
722,2023-12-24,23.7,9.9,16.0,16.0,77.6,9.4,1021.3,0.0
723,2023-12-25,22.0,11.0,14.8,14.8,81.7,11.2,1019.7,0.0
724,2023-12-26,23.0,8.0,14.1,14.1,83.8,9.4,1019.1,0.0
725,2023-12-27,19.6,10.3,13.0,13.0,91.9,9.4,1020.5,0.0
726,2023-12-28,19.5,9.3,12.8,12.7,91.0,9.4,1019.4,0.0
727,2023-12-29,18.6,12.0,13.8,13.8,93.9,9.4,1020.0,0.0
728,2023-12-30,19.4,12.8,14.6,14.6,90.0,9.4,1018.7,0.0
729,2023-12-31,16.0,11.5,13.3,13.3,87.0,9.4,1018.8,0.0
730,2024-01-01,16.1,10.3,12.1,12.1,81.7,11.2,1018.7,0.0
731,2024-01-02,16.3,9.0,11.2,11.0,82.2,11.2,1018.1,0.0
732,2024-01-03,15.1,8.8,10.8,10.6,87.8,11.2,1017.9,0.0
733,2024-01-04,11.6,8.0,10.1,9.7,92.7,13.0,1018.3,0.0
734,2024-01-05,14.0,10.0,12.0,12.0,92.9,11.2,1018.2,0.0
735,2024-01-06,15.0,8.8,12.1,12.1,84.9,11.2,1019.7,0.0
736,2024-01-07,17.3,8.4,11.6,11.5,81.2,7.6,1020.4,0.0
737,2024-01-08,15.0,7.5,10.9,10.8,88.2,7.6,1020.3,0.0
738,2024-01-09,13.0,9.5,10.9,10.6,90.8,13.0,1020.3,0.0
739,2024-01-10,13.4,8.0,9.7,8.7,87.4,14.8,1018.9,0.0
740,2024-01-11,16.7,7.0,10.6,10.0,83.4,11.2,1019.2,0.0
741,2024-01-12,17.7,5.5,10.2,9.7,83.5,9.4,1018.2,0.0
742,2024-01-13,17.0,5.6,10.9,10.9,86.7,7.6,1017.3,0.0
743,2024-01-14,17.4,6.2,10.8,10.7,85.6,9.4,1017.4,0.0
744,2024-01-15,17.7,5.0,10.4,9.9,80.7,9.4,1016.9,0.0
745,2024-01-16,18.0,5.4,10.2,9.5,88.4,14.8,1015.0,0.0
746,2024-01-17,18.0,6.0,10.8,10.4,82.7,10.2,1015.0,0.0
747,2024-01-18,18.0,7.0,10.6,10.3,86.7,9.4,1017.1,0.0
748,2024-01-19,15.0,7.0,10.0,9.6,89.7,11.2,1018.8,0.0
749,2024-01-20,17.0,7.5,11.5,11.3,82.3,8.3,1019.2,0.0
750,2024-01-21,14.1,6.0,9.3,8.4,90.1,14.2,1018.5,0.0
751,2024-01-22,17.0,7.0,10.5,10.2,82.7,9.4,1019.5,0.0
752,2024-01-23,17.7,8.0,11.9,11.6,84.9,11.2,1018.4,0.0
753,2024-01-24,16.0,8.5,11.5,11.3,85.8,11.2,1018.5,0.0
754,2024-01-25,18.4,7.0,10.9,10.6,87.1,9.4,1020.6,0.0
755,2024-01-26,21.0,6.5,12.4,12.4,76.4,9.4,1021.4,0.0
756,2024-01-27,23.4,6.4,14.0,14.0,68.3,15.2,1019.5,0.0
757,2024-01-28,19.0,8.2,13.3,13.3,78.1,14.8,1018.1,0.0
758,2024-01-29,22.0,9.0,14.1,13.9,84.1,11.2,1018.0,0.0
759,2024-01-30,19.5,10.0,12.7,12.6,92.3,9.4,1017.2,0.0
760,2024-01-31,16.0,9.2,12.8,12.8,96.2,14.8,1016.0,9.275
761,2024-02-01,18.0,13.2,15.2,15.2,94.1,22.3,1016.1,17.281
762,2024-02-02,17.0,9.5,12.9,12.9,94.1,14.8,1019.5,0.0
763,2024-02-03,21.8,7.0,13.9,13.7,74.5,9.4,1018.1,0.0
764,2024-02-04,20.0,13.0,16.1,16.1,87.2,13.0,1016.7,1.0
765,2024-02-05,20.0,12.3,16.1,16.1,83.7,13.0,1017.8,0.0
766,2024-02-06,19.5,9.0,13.5,13.3,72.9,14.8,1019.8,0.0
767,2024-02-07,20.1,9.5,13.5,13.5,67.7,18.4,1020.6,0.0
768,2024-02-08,21.0,8.0,14.3,13.9,66.3,22.3,1018.7,0.0
769,2024-02-09,22.7,9.0,15.0,14.8,57.9,11.9,1019.0,0.0
770,2024-02-10,22.6,7.7,14.9,14.9,69.7,9.4,1021.4,0.0
771,2024-02-11,23.2,9.0,15.2,15.1,73.7,9.4,1020.8,0.0
772,2024-02-12,22.2,9.6,15.6,15.6,79.1,11.2,1019.9,0.0
773,2024-02-13,22.0,10.4,15.9,15.9,80.5,12.0,1019.0,0.0
774,2024-02-14,23.1,11.0,16.7,16.7,76.4,13.0,1018.7,0.0
775,2024-02-15,24.8,10.7,17.0,17.0,71.0,14.8,1019.6,0.0
776,2024-02-16,25.7,9.5,17.3,17.3,63.5,13.0,1020.0,0.0
777,2024-02-17,25.5,9.6,17.2,17.2,62.1,14.8,1015.6,0.0
778,2024-02-18,28.6,10.7,19.2,19.1,59.8,13.0,1012.6,0.0
779,2024-02-19,27.4,15.7,21.0,21.0,56.9,24.1,1010.5,0.0
780,2024-02-20,27.0,16.0,21.0,21.0,72.4,14.8,1010.5,2.0
781,2024-02-21,26.0,14.0,19.4,19.4,66.5,15.6,1010.7,0.0
782,2024-02-22,25.4,13.8,19.1,19.1,50.1,14.8,1013.3,0.0
783,2024-02-23,23.5,10.0,16.8,16.8,51.3,14.8,1016.1,0.0
784,2024-02-24,24.1,10.9,17.4,17.4,50.3,7.6,1016.4,0.0
785,2024-02-25,25.3,10.9,18.3,18.3,44.9,16.6,1018.5,0.0
786,2024-02-26,24.7,12.6,18.8,18.8,42.9,9.4,1018.4,0.0
787,2024-02-27,24.0,14.2,18.8,18.8,51.6,14.8,1018.1,0.0
788,2024-02-28,24.6,12.0,18.0,18.0,63.5,18.4,1016.4,0.0
789,2024-02-29,26.0,12.0,19.1,19.1,59.5,16.0,1015.2,0.0
790,2024-03-01,29.0,13.8,21.6,21.4,56.7,20.5,1014.0,0.0
791,2024-03-02,24.4,18.0,21.2,21.2,70.5,28.1,1010.9,7.347
792,2024-03-03,24.8,15.7,19.4,19.4,62.4,16.6,1011.9,0.412
793,2024-03-04,23.8,11.8,17.9,17.9,46.9,11.2,1016.2,0.0
794,2024-03-05,22.6,11.0,16.7,16.7,49.7,18.4,1017.4,0.0
795,2024-03-06,22.3,10.0,16.5,16.4,51.5,14.7,1015.8,0.0
796,2024-03-07,25.3,11.5,18.7,18.7,51.3,16.6,1015.1,0.0
797,2024-03-08,26.8,12.5,19.9,19.9,50.7,16.6,1016.0,0.0
798,2024-03-09,26.0,12.0,19.0,19.0,53.4,18.4,1016.0,0.0
799,2024-03-10,27.5,12.0,19.8,19.8,52.4,13.0,1015.4,0.0
800,2024-03-11,30.2,15.9,23.2,22.8,47.5,13.0,1016.4,0.0
801,2024-03-12,29.6,16.3,22.9,22.7,50.5,13.0,1014.6,0.0
802,2024-03-13,30.2,15.1,22.3,22.0,54.9,18.4,1012.2,0.0
803,2024-03-14,29.3,16.1,23.0,22.7,53.0,14.8,1014.8,0.0
804,2024-03-15,28.0,14.0,21.4,21.2,45.6,20.5,1014.4,0.0
805,2024-03-16,29.0,14.5,21.6,21.3,46.0,14.0,1015.9,0.0
806,2024-03-17,29.7,14.3,21.9,21.5,49.0,13.0,1015.3,0.0
807,2024-03-18,29.6,14.0,21.8,21.5,50.7,13.0,1013.8,0.0
808,2024-03-19,30.2,14.5,23.0,22.6,49.2,15.9,1013.3,0.0
809,2024-03-20,33.0,16.0,24.3,23.7,49.4,13.0,1013.3,0.0
810,2024-03-21,28.7,17.9,23.1,23.1,62.3,18.4,1013.2,0.0
811,2024-03-22,33.0,19.0,25.3,25.2,58.9,16.6,1009.8,0.0
812,2024-03-23,33.0,18.8,26.5,25.9,51.2,18.4,1008.8,0.0
813,2024-03-24,29.0,18.9,24.6,24.5,54.7,18.4,1011.2,0.086
814,2024-03-25,32.5,17.4,24.9,24.7,58.7,18.4,1012.8,0.0
815,2024-03-26,34.0,19.0,26.4,25.9,50.8,16.6,1011.7,0.0
816,2024-03-27,36.0,22.0,29.0,28.7,44.3,14.8,1013.4,0.0
817,2024-03-28,36.0,23.0,29.7,29.3,40.9,14.8,1011.1,0.0
818,2024-03-29,36.0,21.0,28.8,28.9,51.4,16.6,1010.0,0.4
819,2024-03-30,34.0,24.0,29.5,29.6,46.1,14.8,1010.4,0.3
820,2024-03-31,35.0,23.0,28.8,28.2,44.4,22.3,1011.7,0.0
821,2024-04-01,31.0,19.0,25.3,24.7,49.2,16.6,1009.9,0.0
822,2024-04-02,33.0,18.2,26.2,25.4,36.0,18.4,1008.3,0.0
823,2024-04-03,36.0,19.3,28.2,27.2,34.3,11.2,1008.8,0.0
824,2024-04-04,36.1,22.1,29.7,28.7,31.4,14.8,1008.9,0.0
825,2024-04-05,36.0,22.4,29.8,28.8,30.8,17.0,1008.4,0.0
826,2024-04-06,34.5,21.0,28.6,27.6,29.2,16.6,1008.4,0.0
827,2024-04-07,36.0,19.0,28.0,26.9,28.4,18.4,1008.4,0.0
828,2024-04-08,36.1,19.8,28.9,27.8,29.0,17.3,1009.4,0.0
829,2024-04-09,37.0,20.2,29.5,28.2,26.4,14.8,1010.0,0.0
830,2024-04-10,37.3,19.4,29.6,28.4,28.6,12.7,1010.1,0.0
831,2024-04-11,38.0,21.8,30.0,29.1,31.4,16.6,1011.1,0.0
832,2024-04-12,38.5,22.9,30.9,29.9,31.5,9.4,1010.2,0.0
833,2024-04-13,38.5,24.8,29.3,28.8,40.2,24.2,1009.9,1.962
834,2024-04-14,31.3,24.0,26.4,26.6,57.9,16.6,1012.0,0.825
835,2024-04-15,34.0,23.0,28.6,28.7,53.9,9.4,1011.6,0.0
836,2024-04-16,35.0,25.0,29.9,29.2,38.9,20.5,1010.7,0.0
837,2024-04-17,35.0,22.0,29.1,27.8,28.5,20.5,1009.2,0.0
838,2024-04-18,38.0,23.0,31.0,29.8,25.9,20.5,1007.6,0.0
839,2024-04-19,38.0,26.7,32.5,31.8,32.1,14.8,1004.7,0.0
840,2024-04-20,36.4,24.9,30.9,30.2,36.2,18.4,1004.7,0.0
841,2024-04-21,36.0,25.0,31.0,30.2,33.8,20.5,1006.0,0.0
842,2024-04-22,36.5,25.0,31.0,30.0,31.9,18.4,1007.0,0.0
843,2024-04-23,36.5,22.9,29.2,28.5,40.6,27.6,1006.5,3.1
844,2024-04-24,37.0,20.5,29.6,28.7,41.5,18.4,1006.5,0.0
845,2024-04-25,39.0,21.9,31.3,30.1,31.3,20.2,1006.3,0.0
846,2024-04-26,40.0,23.3,31.8,30.8,34.0,16.6,1005.0,3.0
847,2024-04-27,38.0,24.8,31.5,30.9,37.7,18.4,1006.1,0.0
848,2024-04-28,37.2,24.8,31.2,30.2,31.7,11.2,1007.1,0.0
849,2024-04-29,37.9,24.1,30.9,30.2,36.0,16.6,1006.7,0.0
850,2024-04-30,36.0,23.0,29.7,28.6,30.2,18.4,1005.9,0.0
851,2024-05-01,33.0,22.0,28.2,27.0,20.8,18.4,1004.4,0.0
852,2024-05-02,35.2,20.4,28.7,27.5,25.1,20.5,1005.1,0.0
853,2024-05-03,38.0,20.2,30.3,28.9,24.8,18.4,1005.8,0.0
854,2024-05-04,40.0,24.7,32.7,31.1,24.1,14.8,1005.6,0.0
855,2024-05-05,41.0,24.8,33.8,32.3,24.5,14.8,1001.7,0.0
856,2024-05-06,40.1,25.9,34.1,33.2,27.9,20.5,1003.6,0.0
857,2024-05-07,41.4,25.6,34.2,34.3,33.2,16.6,1005.1,0.0
858,2024-05-08,36.5,28.0,32.2,34.6,50.3,20.5,1006.0,0.0
859,2024-05-09,37.1,26.0,31.7,33.3,48.3,20.5,1005.6,0.0
860,2024-05-10,38.1,28.0,32.6,35.1,49.0,27.7,1006.6,0.0
861,2024-05-11,38.1,26.0,31.8,32.1,41.4,27.7,1008.8,0.173
862,2024-05-12,39.0,26.9,33.0,33.9,41.2,13.0,1008.4,0.0
863,2024-05-13,40.0,28.0,34.0,34.2,34.6,16.6,1008.5,0.0
864,2024-05-14,40.2,25.2,33.8,32.6,30.1,20.5,1008.6,0.0
865,2024-05-15,41.0,24.9,34.1,32.7,25.1,16.6,1008.5,0.0
866,2024-05-16,42.0,26.9,35.0,34.7,29.7,13.0,1007.5,0.0
867,2024-05-17,44.0,27.0,36.9,36.4,26.1,16.6,1004.3,0.0
868,2024-05-18,44.0,28.1,37.1,36.7,26.0,18.4,1001.8,0.0
869,2024-05-19,45.0,29.2,38.1,37.6,23.3,18.4,1000.1,0.0
870,2024-05-20,44.0,30.1,37.9,37.3,23.3,18.4,1000.9,0.0
871,2024-05-21,42.0,31.0,35.8,38.5,40.3,18.4,1002.2,0.0
872,2024-05-22,41.7,31.2,36.0,40.4,44.1,18.4,1002.1,0.0
873,2024-05-23,40.0,30.9,35.2,39.1,45.1,22.3,1001.8,0.0
874,2024-05-24,40.7,31.0,35.4,39.0,43.8,22.3,1001.7,0.0
875,2024-05-25,43.0,31.0,37.2,39.6,35.9,18.4,999.8,0.0
876,2024-05-26,44.5,28.1,37.9,38.1,27.0,16.6,998.0,0.0
877,2024-05-27,45.0,30.3,38.6,38.4,25.0,16.6,995.4,0.0
878,2024-05-28,46.0,28.8,38.6,38.5,23.8,16.6,993.5,0.0
879,2024-05-29,47.9,30.4,38.0,38.4,26.8,21.8,994.7,0.0
880,2024-05-30,46.0,32.0,39.0,39.0,23.0,19.3,997.9,0.0
881,2024-05-31,46.0,29.8,38.6,38.7,24.9,18.4,999.2,0.0
882,2024-06-01,43.6,31.7,36.5,36.1,27.4,18.4,1001.2,0.0
